ID,name,loc,country,country_id,rank_raw,rank,scholarship,status,research_output,student_faculty_ratio,int_students,size,total_faculty,link,admission_raw,city,tuition_fee_raw,currency,exchange_rate,fee_min,fee_max,fee_avg,fee_min_usd,fee_max_usd,fee_avg_usd
3753,Ahmedabad University,"Ahmedabad University Ahmedabad, India",India,39,,,,Private,High,16,5,S,203,https://www.topuniversities.com/universities/ahmedabad-university,,Ahmedabad University Ahmedabad,,,,,,,,,
3754,National Pingtung University of Science and Technology,"National Pingtung University of Science and Technology Neipu Township, Taiwan",Taiwan,97,,,,Public,High,11,507,M,835,https://www.topuniversities.com/universities/national-pingtung-university-science-technology,,National Pingtung University of Science and Technology Neipu Township,,,,,,,,,
3755,Government College Women University Faisalabad,"GC Women University Faisalabad Faisalabad, Pakistan",Pakistan,76,,,,Public,Medium,40,,L,334,https://www.topuniversities.com/universities/government-college-women-university-faisalabad,,GC Women University Faisalabad Faisalabad,,,,,,,,,
3756,National United University,"Miaoli Campus , Taiwan",Taiwan,97,,,,Public,Very High,20,75,M,360,https://www.topuniversities.com/universities/national-united-university,,Miaoli Campus ,,,,,,,,,
3757,Lovely Professional University (LPU),"Lovely Professional University Chaheru, India",India,39,,,,Private,High,15,1780,XL,"2,226",https://www.topuniversities.com/universities/lovely-professional-university-lpu,,Lovely Professional University Chaheru,,,,,,,,,
3758,Kalasalingam Academy of Research and Education,"Krishnankoil Krishnankoil, India",India,39,,,,Private,Very High,14,2,M,,https://www.topuniversities.com/universities/kalasalingam-academy-research-education,,Krishnankoil Krishnankoil,80000,INR,0.012,80000,80000,80000,960,960,960
3759,University of Okara,"Renala Khurd Campus, OKARA, Pakistan +1",Pakistan,76,,,,Public,High,10,,S,384,https://www.topuniversities.com/universities/university-okara-0,,OKARA,,,,,,,,,
3760,Chukyo University,"Nagoya Campus, Nagoya, Japan +1",Japan,47,,,,Private,Medium,23,127,L,537,https://www.topuniversities.com/universities/chukyo-university,,Nagoya,,,,,,,,,
3761,Institut Teknologi Nasional Bandung (ITENAS Bandung),"Institut Teknologi Nasional Bandung Bandung, Indonesia",Indonesia,40,,,,Private,Low,22,18,M,319,https://www.topuniversities.com/universities/institut-teknologi-nasional-bandung-itenas-bandung,,Institut Teknologi Nasional Bandung Bandung,,,,,,,,,
3762,Lahore Garrison University,"Main Campus Lahore, Pakistan",Pakistan,76,,,,Private,Medium,18,4,M,296,https://www.topuniversities.com/universities/lahore-garrison-university,,Main Campus Lahore,,,,,,,,,
3763,University of Cincinnati Online,"University of Cincinnati Main Campus Cincinnati, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/university-cincinnati-online,,University of Cincinnati Main Campus Cincinnati,,,,,,,,,
3764,The Scripps Research Institute (TSRI),"United States , United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/scripps-research-institute-tsri,,United States ,,,,,,,,,
3765,Escuela de Negocios y Direccion - ENyD,"Campus MADRID, Spain",Spain,91,,,,,,,,,,https://www.topuniversities.com/universities/escuela-de-negocios-y-direccion-enyd,,Campus MADRID,,,,,,,,,
3766,Wroclaw University of Environmental and Life Sciences,"Grunwald Camp, Wrocław, Poland +1",Poland,79,,,,,,,,,,https://www.topuniversities.com/universities/wroclaw-university-environmental-life-sciences,,Wrocław,,,,,,,,,
3767,Fujita Health University,"Toyoake Campus Toyoake, Japan",Japan,47,,,,,,,,,,https://www.topuniversities.com/universities/fujita-health-university,,Toyoake Campus Toyoake,,,,,,,,,
3768,National University of Kaohsiung,"National University of Kaohsiung Kaohsiung City, Taiwan",Taiwan,97,,,,Public,High,20,263,M,,https://www.topuniversities.com/universities/national-university-kaohsiung,,National University of Kaohsiung Kaohsiung City,3361,USD,1,3361,3361,3361,3361,3361,3361
3769,Singapore University of Social Sciences,"Main campus Singapore, Singapore",Singapore,87,,,,,,,,,,https://www.topuniversities.com/universities/singapore-university-social-sciences,,Main campus Singapore,,,,,,,,,
3770,Tishk International University,"Erbil campus, Erbil, Iraq +1",Iraq,42,,,,,,,,,,https://www.topuniversities.com/universities/tishk-international-university,,Erbil,,,,,,,,,
3771,Duzce University,"Konuralp Campus, Düzce, Türkiye +1",Türkiye,99,,,,Public,High,37,325,L,541,https://www.topuniversities.com/universities/duzce-university,,Düzce,,,,,,,,,
3772,Singidunum University,"Belgrade Campus Belgrade, Serbia",Serbia,86,,,,Public,Low,29,,M,235,https://www.topuniversities.com/universities/singidunum-university,,Belgrade Campus Belgrade,,,,,,,,,
3773,Acibadem Mehmet Ali Aydinlar University,"Kerem Aydınlar Istanbul, Türkiye",Türkiye,99,,,,Public,Very High,4,64,S,570,https://www.topuniversities.com/universities/acibadem-mehmet-ali-aydinlar-university,,Kerem Aydınlar Istanbul,,,,,,,,,
3774,Oles Honchar Dnipro National University,"Oles Honchar Dnipro National University Dnipro, Ukraine",Ukraine,101,,,,Public,High,7,115,M,,https://www.topuniversities.com/universities/oles-honchar-dnipro-national-university,,Oles Honchar Dnipro National University Dnipro,1765-2557,USD,1,1765,2557,2161,1765,2557,2161
3775,Selcuk University,"Alaeddin Keykubat Campus Selcuklu, Türkiye",Türkiye,99,,,,Public,High,18,1945,XL,"2,663",https://www.topuniversities.com/universities/selcuk-university,,Alaeddin Keykubat Campus Selcuklu,,,,,,,,,
3776,National Aerospace University - Kharkiv Aviation Institute,"Main Campus Kharkiv, Ukraine",Ukraine,101,,,,Public,High,10,819,M,584,https://www.topuniversities.com/universities/national-aerospace-university-kharkiv-aviation-institute,,Main Campus Kharkiv,,,,,,,,,
3777,National University of Pharmacy (Kharkiv),"Administrative building, Kharkiv, Ukraine +5",Ukraine,101,,,,Public,Medium,5,2051,L,,https://www.topuniversities.com/universities/national-university-pharmacy-kharkiv,"BSC:
- Own admission test: 100+",Kharkiv,2850-3700,USD,1,2850,3700,3275,2850,3700,3275
3778,Ternopil Ivan Puluj National Technical University,"Central Campus Ternopil, Ukraine",Ukraine,101,,,,Public,High,8,266,S,,https://www.topuniversities.com/universities/ternopil-ivan-puluj-national-technical-university,,Central Campus Ternopil,2300-2600,USD,1,2300,2600,2450,2300,2600,2450
3779,Karabuk University,"DEMIR CELIK CAMPUS, Karabük, Türkiye +4",Türkiye,99,,,,Public,Medium,34,8476,XL,"1,022",https://www.topuniversities.com/universities/karabuk-university,,Karabük,,,,,,,,,
3780,Kastamonu University,"Kuzeykent, Kastamonu, Türkiye",Türkiye,99,,,,Public,Medium,23,3063,L,844,https://www.topuniversities.com/universities/kastamonu-university,,Kastamonu,,,,,,,,,
3781,Dnipro University of Technology,"Dnipro University of Technology Dnipro, Ukraine",Ukraine,101,,,,Public,High,12,152,M,542,https://www.topuniversities.com/universities/dnipro-university-technology,,Dnipro University of Technology Dnipro,,,,,,,,,
3782,Istanbul University-Cerrahpasa,"Haseki İstanbul, Türkiye",Türkiye,99,,,,Public,High,19,1722,L,"1,354",https://www.topuniversities.com/universities/istanbul-university-cerrahpasa,,Haseki İstanbul,,,,,,,,,
3783,Pavlo Tychyna Uman State Pedagogical University,"Campus 1, Uman, Ukraine +4",Ukraine,101,,,,Public,Medium,11,212,M,,https://www.topuniversities.com/universities/pavlo-tychyna-uman-state-pedagogical-university,"BSC:
- Own admission test: 100+",Uman,865-1216,USD,1,865,1216,1040.5,865,1216,1040.5
3784,Usak University,"1 Eylul Campus Usak, Türkiye",Türkiye,99,,,,Public,Medium,38,2116,L,602,https://www.topuniversities.com/universities/usak-university,,1 Eylul Campus Usak,,,,,,,,,
3785,O.S. Popov Odessa National Academy of Telecommunications,"O.S. Popov Odessa National Academy of Telecommunications - Main Campus, Odessa, Ukraine +3",Ukraine,101,,,,Public,High,11,128,S,299,https://www.topuniversities.com/universities/os-popov-odessa-national-academy-telecommunications,,Odessa,,,,,,,,,
3786,Margulan University,"Main Campus, Pavlodar, Kazakhstan +3",Kazakhstan,49,,,,Private,Low,0,116,S,358,https://www.topuniversities.com/universities/margulan-university,,Pavlodar,,,,,,,,,
3787,State institution “South Ukrainian National Pedagogical University named after K. D. Ushynsky” (Ushynsky University),"The Faculty of Physics and Mathematics, Odessa, Ukraine +9",Ukraine,101,,,,Public,Medium,13,467,M,,https://www.topuniversities.com/universities/state-institution-south-ukrainian-national-pedagogical-university-named-after-k-d-ushynsky-ushynsky,"BSC:
- Bachelor GPA: 100+
- A-levels: 100+",Odessa,,,,,,,,,
3788,Kazan State Power Engineering University,"KSPEU Kazan, Russia",Russia,83,,,,Public,Medium,19,538,M,,https://www.topuniversities.com/universities/kazan-state-power-engineering-university,"BSC:
- Own admission test: 195+",KSPEU Kazan,7640-10805,USD,1,7640,10805,9222.5,7640,10805,9222.5
3789,University North Croatia,"Varaždin Campus Varaždin, Croatia",Croatia,19,,,,Public,Medium,10,,S,147,https://www.topuniversities.com/universities/university-north-croatia,,Varaždin Campus Varaždin,,,,,,,,,
3790,Knowledge University,"Erbil Erbil, Iraq",Iraq,42,,,,,,,,,,https://www.topuniversities.com/universities/knowledge-university,,Erbil Erbil,,,,,,,,,
3791,London School of Design & Marketing,"Main campus London, United Kingdom",United Kingdom,103,,,,,,,,,,https://www.topuniversities.com/universities/london-school-design-marketing,,Main campus London,,,,,,,,,
3792,Central Bicol State University of Agriculture,"Central Bicol State University of Agriculture Camarines Sur,, Philippines",Philippines,78,,,,,,,,,,https://www.topuniversities.com/universities/central-bicol-state-university-agriculture,,"Central Bicol State University of Agriculture Camarines Sur,",,,,,,,,,
3793,Moscow School of Management SKOLKOVO,"Moscow School of Management Skolkovo Moscow, Russia",Russia,83,,,,,,,,,,https://www.topuniversities.com/universities/moscow-school-management-skolkovo,,Moscow School of Management Skolkovo Moscow,,,,,,,,,
3794,Silk Road International University of Tourism and Cultural Heritage,"""Silk Road"" International University of Tourism and Cultural Heritage Samarkand, Uzbekistan",Uzbekistan,105,,,,,,,,,,https://www.topuniversities.com/universities/silk-road-international-university-tourism-cultural-heritage,"BSC:
- Own admission test: 46+","""Silk Road"" International University of Tourism and Cultural Heritage Samarkand",1500,USD,1,1500,1500,1500,1500,1500,1500
3795,St. Nicholas University: School of Veterinary Medicine,"Main Campus Eastern Caribbean (West Indies), Dominica",Dominica,25,,,,,,,,,,https://www.topuniversities.com/universities/st-nicholas-university-school-veterinary-medicine,,Main Campus Eastern Caribbean (West Indies),,,,,,,,,
3796,Samarkand State Institute of Foreign Languages,"Main Campus of Samarkand State Instititute of Foreign Languages, Samarkand, Uzbekistan +5",Uzbekistan,105,,,,,,,,,,https://www.topuniversities.com/universities/samarkand-state-institute-foreign-languages,"BSC:
- Own admission test: 57+",Samarkand,1100-1700,USD,1,1100,1700,1400,1100,1700,1400
3797,London College of Fashion,,,,,,,,,,,,,https://www.topuniversities.com/universities/university-arts-london/london-college-fashion,,,,,,,,,,,
3798,Arizona State University Online,"ASU Campus Tempe, United States",United States,104,,,,,,,,,,https://www.topuniversities.com/universities/arizona-state-university/arizona-state-university-online,,ASU Campus Tempe,,,,,,,,,
3799,Eskisehir Technical University,"İki Eylül, Eskişehir, Türkiye +1",Türkiye,99,,,,,,,,,,https://www.topuniversities.com/universities/eskisehir-technical-university,,Eskişehir,,,,,,,,,
3800,Mogilev State A. Kuleshov University,"Building 1, Mogilev/Mogilev, Belarus +2",Belarus,8,,,,,,,,,,https://www.topuniversities.com/universities/mogilev-state-kuleshov-university,,Mogilev/Mogilev,1525-3000,USD,1,1525,3000,2262.5,1525,3000,2262.5
3801,Vetsuisse Faculty Bern and Zurich,"Bern Campus Bern, Switzerland",Switzerland,95,,,,,,,,,,https://www.topuniversities.com/universities/vetsuisse-faculty-bern-zurich,,Bern Campus Bern,,,,,,,,,
3802,RUFA - Rome University of Fine Arts,"RUFA, Rome, Italy +2",Italy,46,,,,,,,,,,https://www.topuniversities.com/universities/rufa-rome-university-fine-arts,"BSC:
- Own admission test: 50+",Rome,10000-13440,EUR,1.08,10000,13440,11720,10800,14515.2,12657.6
3803,KAIST College of Business,"KAIST College of Business (Seoul Campus), Seoul, South Korea +1",South Korea,90,,,,,,,,,,https://www.topuniversities.com/universities/kaist-college-business,"BSC:
- IELTS: 6.5+
- TOEFL: 83+",Seoul,,,,,,,,,
